workerid,proliferate.condition,classification,num,sentence,stim,text,trial,type,subject_data.age,subject_data.american,subject_data.assessment,subject_data.comments,subject_data.fairprice,subject_data.gender,subject_data.languages,subject_data.problems,time_in_minutes,error
161,condition1,opportunity,19,"Discovery was also the first Star Trek to be rated TV-MA, which gave the showrunners the freedom…",,to get dirty,4,non-legal,22,Yes,Yes,,$2 ,Female,English,no,7.77355,
117,condition1,opportunity,11,"She said, ""I live in luxury now. I don't have to spend time with people I don't like. I have complete freedom…",,to go anywhere.,1,non-legal,25,Yes,Yes,,$4 ,Female,English,No,10.3676,
129,condition1,opportunity,11,"She said, ""I live in luxury now. I don't have to spend time with people I don't like. I have complete freedom…",,to go where I please ,6,non-legal,38,Yes,Yes,,3.5,Male,English ,No,31.00275,
79,condition1,opportunity,36,"It was then, at fifteen, when Megan and I met our first humans. Until that point the technicians kept us in atelier tanks -- alive and conscious, fed information and nutrients through a series of cables and tubes. The tanks gave us freedom…",,to grow,9,non-legal,22,Yes,Yes,,3,Male,English,No,7.077333333,
15,condition1,opportunity,36,"It was then, at fifteen, when Megan and I met our first humans. Until that point the technicians kept us in atelier tanks -- alive and conscious, fed information and nutrients through a series of cables and tubes. The tanks gave us freedom…",,To grow stronger. ,3,non-legal,28,Yes,Yes,,$2 ,Female,English ,No. ,11.31891667,
174,condition1,opportunity,30,Unlimited means unlimited. I don't care if I only use 2GB of data half the year. It's the freedom…,,to have as much data available as possible in case I need it. ,3,non-legal,66,Yes,Yes,,3,Male,english,none,6.10485,
198,condition1,opportunity,19,"Discovery was also the first Star Trek to be rated TV-MA, which gave the showrunners the freedom…",,To have more adult content,7,non-legal,38,Yes,Yes,,Yes,Female,English,No,16.5609,
20,condition1,opportunity,9,Our constitution grants to each citizen the liberty and freedom to determine their own perception of reality. We simply ask each American citizen to exercise their freedom…,,to help others,7,legal,19,Yes,Yes,Great study,$2 ,Female,English,No,7.623716667,
96,condition1,opportunity,21,"Then Peter Gorman offered the winners the chance to work at one of the worst schools in the district. In exchange, the principals would get a raise, freedom…",,to hire new teachers.,5,non-legal,40,Yes,Yes,,yes,Female,english,no,4.072983333,
208,condition1,opportunity,22,The trip begins in silence as the huge ship departs the Earth transport ship that brought you this far. In comfort you watch as the airship tilts up relative to the planet's surface. You start to feel some freedom…,,To imagine life on the new planet.,1,non-legal,35,Yes,Yes,,2,Female,English,No,5.414933333,
159,condition1,opportunity,21,"Then Peter Gorman offered the winners the chance to work at one of the worst schools in the district. In exchange, the principals would get a raise, freedom…",,to implement change,3,non-legal,244,Yes,Yes,,2.4,Male,Engiish,,34.73935,
224,condition1,opportunity,21,"Then Peter Gorman offered the winners the chance to work at one of the worst schools in the district. In exchange, the principals would get a raise, freedom…",,to implement their changes,3,non-legal,32,Yes,Yes,"Some of the sentences were a bit hard to understand. The grammar was ambiguous, so it was difficult to find a phrase that would naturally follow.",3,Male,English,Nothing technical or significant (See next text box).,7.739016667,
104,condition1,opportunity,37,The American promise is alive. It is that promise that's always set this country apart. It's a promise that says each of us has the freedom…,,to improve,6,legal,20,Yes,Yes,,$3 ,Female,English,no,10.05431667,
28,condition1,opportunity,25,"Subjective performance is conceptualized as a combination of both the athletes' perception of their own performance and the athletes' perception of the coaches' perception of the athletes' performance level. Subjective performance correlated best with adversity, concentration, confidence, and freedom…",,to improve.,3,non-legal,60,Yes,Yes,,2.03,Female,English,Not that I noticed.,9.66695,
71,condition1,opportunity,8,"One final commonality, though, is less heartening: many organizations appear scared to death of Enterprise 2.0. They're worried that people will use the new tools and accompanying freedom…",,to inflict harm on others,3,non-legal,32,Yes,Yes,,2,Male,English,N/A,6.304016667,
235,condition1,opportunity,2,"Gov Corbett is moving money away from public schools into an expansion of charter schools and vouchers. Even though the budgets of our school districts have been cut they are required to fund charter schools within the district. ""These institutions give educators the freedom…",,to innovate.,10,legal,28,Yes,Yes,No comments.,$3.00 ,Male,English,No,6.150233333,
108,condition1,opportunity,36,"It was then, at fifteen, when Megan and I met our first humans. Until that point the technicians kept us in atelier tanks -- alive and conscious, fed information and nutrients through a series of cables and tubes. The tanks gave us freedom…",,to learn,2,non-legal,38,Yes,Yes,,yes,Male,english,no,11.8491,
48,condition1,opportunity,36,"It was then, at fifteen, when Megan and I met our first humans. Until that point the technicians kept us in atelier tanks -- alive and conscious, fed information and nutrients through a series of cables and tubes. The tanks gave us freedom…",,To learn ,6,non-legal,23,Yes,Yes,,Yee,Male,English,No,7.45375,
14,condition1,opportunity,36,"It was then, at fifteen, when Megan and I met our first humans. Until that point the technicians kept us in atelier tanks -- alive and conscious, fed information and nutrients through a series of cables and tubes. The tanks gave us freedom…",,to learn and develop.,7,non-legal,32,Yes,Yes,Interesting to see examples from both history and science fiction.,$3 ,Male,english,"I don't think so, but it was hard to tell if the ""type of freedom"" selection stayed selected - it was a similar color and sometimes seemed to go away.",24.14318333,
221,condition1,opportunity,14,"Human freedom is thus distinct from the kind of freedom talked about by animal liberationists. Human freedom is largely our ability to act free of external constraints, but also freedom…",,to learn and grow.,1,legal,29,Yes,Yes,,,Other,English,N/A,20.5844,
93,condition1,opportunity,17,Libraries = Intellectual Freedom. Libraries are already one of the leaders in intellectual freedom. We work hard to ensure privacy and freedom…,,to learn as you please.,4,non-legal,24,Yes,Yes,,Yes,Other,English,No,8.399883333,
38,condition1,opportunity,8,"One final commonality, though, is less heartening: many organizations appear scared to death of Enterprise 2.0. They're worried that people will use the new tools and accompanying freedom…",,To learn more,1,non-legal,33,Yes,Yes,,2.5,Female,English,I don’t think so but there was no indication of selection when I chose which freedom I thought each one was an example of,12.05291667,
208,condition1,opportunity,17,Libraries = Intellectual Freedom. Libraries are already one of the leaders in intellectual freedom. We work hard to ensure privacy and freedom…,,To learn.,10,non-legal,35,Yes,Yes,,2,Female,English,No,5.414933333,
36,condition1,opportunity,1,"She addressed the Wikosans, using only those words of her language that she knew Benton could understand. ""Choose twelve among you to return to Wikosa. You will tell Wikosa that they may buy your lives and your freedom…",,to live,3,non-legal,31,Yes,Yes,it went smooth,3,Male,,no,4.986,
118,condition1,opportunity,36,"It was then, at fifteen, when Megan and I met our first humans. Until that point the technicians kept us in atelier tanks -- alive and conscious, fed information and nutrients through a series of cables and tubes. The tanks gave us freedom…",,to live,7,non-legal,20,Yes,Yes,,,Female,English,,5.8072,
118,condition1,opportunity,1,"She addressed the Wikosans, using only those words of her language that she knew Benton could understand. ""Choose twelve among you to return to Wikosa. You will tell Wikosa that they may buy your lives and your freedom…",,to live,8,non-legal,20,Yes,Yes,,,Female,English,,5.8072,
